title,mal_id,url,image,synopsis,title_english,title_japanese,title_synonyms,genres_1,genres_2,genres_3,genres_4,genres_5,explicit_genres_1,explicit_genres_2,explicit_genres_3,explicit_genres_4,explicit_genres_5,demographics_1,demographics_2,demographics_3,themes_1,themes_2,themes_3,genres_6,genres_7,genres_8,themes_4,combined_title
Di[e]ce,3712,https://myanimelist.net/manga/3712/Diece,https://cdn.myanimelist.net/images/manga/3/172705.jpg?s=6c3c67611e1d41ba047fbe041f5883d0,"Naruse Kazuki and Koutake Haruki are on the advanced track of Seitoukou Academy.Though they are not connected by blood, these two whose faces are so similar coincidentally have their 16th birthdays on...",nil,di[e]ce-ダイス-,/di(e)ce/Diece,Action,Drama,Fantasy,Mystery,Supernatural,nil,nil,nil,nil,nil,Josei,nil,nil,Game,School,nil,,,,,Di[e]ce/di[e]ce-ダイス-/di(e)ce/Diece
Variante,1962,https://myanimelist.net/manga/1962/Variante,https://cdn.myanimelist.net/images/manga/2/67295.jpg?s=67e4509bf999bca23e75e19a416a6c86,"After seeing her family slaughtered, Aiko is surprised to wake up on a laboratory table, apparently intact. But when she notices the horribly disfigured arm grafted onto her body, she soon realizes th...",Variante,ヴァリアンテ,/Requiem for the World,Action,Drama,Horror,Mystery,Sci-Fi,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,Supernatural,,,,Variante/ヴァリアンテ/Requiem for the World
Ore Monogatari!!,36933,https://myanimelist.net/manga/36933/Ore_Monogatari,https://cdn.myanimelist.net/images/manga/3/180382.jpg?s=333c6d051bc5091ca65998c0b00293a2,"High school student Takeo Gouda has an intimidating physique that often scares strangers away. Despite his looks, he is appreciated for his kind and manly nature, making him well liked and respected a...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Ore Monogatari!!
Totally Captivated,3520,https://myanimelist.net/manga/3520/Totally_Captivated,https://cdn.myanimelist.net/images/manga/5/30115.jpg?s=16942ea54cb33c834a8aece6965a3ff8,"Jung Ewon has always let his curiosity get the best of him, but even he could not have predicted that his latest venture would lead to him working for the mafia. After cheating on his boyfriend, Shin...",Totally Captivated,완전무결하게 사로잡히다,/Wanjeon Mukyeol-hage Saro Japhida/Totally Captivated by Mookyul,Action,Boys Love,Comedy,Drama,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Totally Captivated/완전무결하게 사로잡히다/Wanjeon Mukyeol-hage Saro Japhida/Totally Captivated by Mookyul
Beast & Feast,23266,https://myanimelist.net/manga/23266/Beast___Feast,https://cdn.myanimelist.net/images/manga/3/253577.jpg?s=f22135e3b0404106ac093e2d736fb4ad,"While investigating a murder case, Detective Hishinuma Kazuha is reunited with mobster, Hyoudou Itsuki. During their junior high school days, their relationship was like oil and water; Kazuha minded h...",nil,beast & feast,/Beast and Feast,Boys Love,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Police,nil,nil,,,,,Beast & Feast/beast & feast/Beast and Feast
Hybrid Child,257,https://myanimelist.net/manga/257/Hybrid_Child,https://cdn.myanimelist.net/images/manga/3/129067.jpg?s=624c5b3b4d01a5555d2dedb80631c7db,"Commonly mistaken as a doll, the Hybrid Child is a toy that can adapt human abilities—from reading books to conveying emotions. Their capability relies on the degree of affection their owner provides...",Hybrid Child,Hybrid Child,nil,Boys Love,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Historical,nil,nil,,,,,Hybrid Child/Hybrid Child
Imadoki!,157,https://myanimelist.net/manga/157/Imadoki,https://cdn.myanimelist.net/images/manga/3/82696.jpg?s=0e67b1fad5fe52298ae996f7516f293a,"For Tanpopo Yamazaki, life at the elitist Meio Academy seems way out of her league. The daughters of wealthy families snub her, other students make light of the fact that she actually tested into Meio...",Nowadays,イマドキ,/Zutto ne/Sunde ni Touch,Comedy,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,nil,nil,nil,,,,,Imadoki!/Nowadays/イマドキ/Zutto ne/Sunde ni Touch
Mai-HiME,441,https://myanimelist.net/manga/441/Mai-HiME,https://cdn.myanimelist.net/images/manga/2/178058.jpg?s=5706fed35186dd9b14ecdae2c8afe4e3,"Yuuichi Tate is overjoyed: He gets to go to a brand new high school. Of course, then he just happens to find out the school he choose is under frequent attack by strange creatures called ''Orphans'',...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Mai-HiME
Saiyuuki,509,https://myanimelist.net/manga/509/Saiyuuki,https://cdn.myanimelist.net/images/manga/2/181067.jpg?s=5093df3f2ab2d31c65b5cc9e908efb77,"Since its creation, Tougenkyou has been a place where both humans and youkai live in peace. However, following the breach of a taboo in an attempt to revive the villainous youkai Gyuumaou, the ""Minus...",Saiyuki,最遊記,/Gensomaden Saiyuki,Action,Adventure,Drama,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Saiyuuki/Saiyuki/最遊記/Gensomaden Saiyuki
Koishita node Cast shitemita,124780,https://myanimelist.net/manga/124780/Koishita_node_Cast_shitemita,https://cdn.myanimelist.net/images/manga/2/228253.jpg?s=017c2ebddfbc971918bfdfbf3ae01678,"Yuu Inuzuka is unable to make any friends due to his mean face and awkwardness. But because of his enrollment to high school, he has the opportunity to enter the dorms. However, it was a share house b...",I streaming now! because I fell in love,恋したので配信〈キャス〉してみた,/Koishita node Haishin shitemita/Koicas/I Fell in Love/So I Tried Livestreaming,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,,Koishita node Cast shitemita/I streaming now! because I fell in love/恋したので配信〈キャス〉してみた/Koishita node Haishin shitemita/Koicas/I Fell in Love/So I Tried Livestreaming
Swot,20678,https://myanimelist.net/manga/20678/Swot,https://cdn.myanimelist.net/images/manga/1/205701.jpg?s=e44b141e71302805f37523c36856b890,"Transfer student Manabizaki Kyou is a swot, a person who spends too much time studying. His dream is to attend Tokyo University and then work for NASA! He will soon discover, however, that the high sc...",nil,SWOT,/Zan/Karakusa Moyou,Action,Comedy,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,,Swot/SWOT/Zan/Karakusa Moyou
Kamisama☆Permanent,32451,https://myanimelist.net/manga/32451/Kamisama☆Permanent,https://cdn.myanimelist.net/images/manga/3/161333.jpg?s=ab27cae3eb47f6d6fc184ee689cf5209,"A god regularly attempts suicide but stays alive due to his immortal status. After one such attempt, he looks up to see a woman. She invites him to a nearby oden stand, only for him to find that its o...",nil,神様☆パーマネント,/Permanent God/Kami-sama Permanent,Fantasy,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Kamisama☆Permanent/神様☆パーマネント/Permanent God/Kami-sama Permanent
Metro Survive,7181,https://myanimelist.net/manga/7181/Metro_Survive,https://cdn.myanimelist.net/images/manga/2/147025.jpg?s=fa13b0c7655425f97c0ca48ede02206e,"Mishima is your average spineless pushover, working as a repairman for the Exopolis Tower, Tokyo's largest and hottest highrise business and entertainment building. He promised to come home in time to...",Metro Suvive,メトロ・サヴァイブ,nil,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Metro Survive/Metro Suvive/メトロ・サヴァイブ
Baoh Raihousha,1515,https://myanimelist.net/manga/1515/Baoh_Raihousha,https://cdn.myanimelist.net/images/manga/1/207963.jpg?s=4ba5978a5d5e23a44fda6521fa35d92c,"Sumire, a nine-year-old girl with clairvoyant abilities, finds herself held captive aboard a train by Doress, a secret organization who are now whisking her away to their laboratory. Seeing her chance...",Baoh,バオー 来訪者,nil,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Baoh Raihousha/Baoh/バオー 来訪者
7 Seeds,1075,https://myanimelist.net/manga/1075/7_Seeds,https://cdn.myanimelist.net/images/manga/3/196607.jpg?s=33f87584c9c49ed75e8e1b110ce3ecd1,"In the immediate future, a giant meteorite has collided with earth. All living organisms, including mankind, have been wiped off the face of the planet. The government, who had foreseen this outcome,...",nil,7SEEDS,/Seven Seeds,Action,Adventure,Drama,Horror,Mystery,nil,nil,nil,nil,nil,Shoujo,nil,nil,Psychological,nil,nil,Romance,Sci-Fi,,,7 Seeds/7SEEDS/Seven Seeds
Blame Gakuen! And So On,17368,https://myanimelist.net/manga/17368/Blame_Gakuen_And_So_On,https://cdn.myanimelist.net/images/manga/3/129687.jpg?s=2c3e92cfce0cf492ac7b355882356a71,1. Zeb-noid 2. Blame Gakuen! 3. Blame Gakuen! Kyoto Nara Aiai-gasa (Kyoto and Nara Under One Umbrella) 4. Blame Gakuen! Sakura Saku Tou no Shita de (Under the Tower of Blooming Sakura) 5. Kozutsumi (P...,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Blame Gakuen! And So On
Bloody Junkie,31209,https://myanimelist.net/manga/31209/Bloody_Junkie,https://cdn.myanimelist.net/images/manga/3/149724.jpg?s=f315a1efb67a79ccefb5613b0dc88a23,"When Shouta finally finds a clue to his missing brother's disappearance, he mysteriously wakes up in a room he's never seen before. The events of this room are broadcast online, and the only link with...",nil,BLOODY JUNKIE,nil,Horror,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Psychological,nil,nil,,,,,Bloody Junkie/BLOODY JUNKIE
Blue Dragon: RalΩGrado,614,https://myanimelist.net/manga/614/Blue_Dragon__RalΩGrado,https://cdn.myanimelist.net/images/manga/2/56223.jpg?s=d597c38d87a62f5771fe822cfeb0f56e,"In Blue Dragon, shadows can fuse with their hosts. This is the history of the teenager, Ral, and his shadow, the Blue Dragon Grado, that his father, a king, imprisoned together in the dungeon of the c...",RalΩGrad,BLUE DRAGON ラルΩグラド,nil,Action,Adventure,Fantasy,Ecchi,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Blue Dragon: RalΩGrado/RalΩGrad/BLUE DRAGON ラルΩグラド
Dolly♥Kill Kill,78121,https://myanimelist.net/manga/78121/Dolly♥Kill_Kill,https://cdn.myanimelist.net/images/manga/3/152513.jpg?s=befbac3df8bb0303cea2506f133ff387,"That day, everything humankind took for granted collapsed into an unspeakably odious hell. First came a storm of wasps whose stings rotted flesh and dissolved bone. Next came the ""Dollies""—terrifying...",Dolly Kill Kill,ドリィ♥キルキル,nil,Action,Horror,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Dolly♥Kill Kill/Dolly Kill Kill/ドリィ♥キルキル
Futagami☆Double,17565,https://myanimelist.net/manga/17565/Futagami☆Double,https://cdn.myanimelist.net/images/manga/1/26645.jpg?s=f0e019f7622dde953c9ea06323410b02,"Futagami Sousuke, a normal junior high lives a normal life, until one night when he meets his ID, a collective of his residual feelings. His ID must be terminated before it kills him and replaces him....",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Futagami☆Double
Gantz/Nishi,25824,https://myanimelist.net/manga/25824/Gantz_Nishi,https://cdn.myanimelist.net/images/manga/1/41908.jpg?s=c774ddd0089d39cdc1c8aefa35977103,A special one-shot that shows what Nishi does in his spare time.,nil,GANTZ/NISHI,nil,Sci-Fi,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Gantz/Nishi/GANTZ/NISHI
Green Worldz,65647,https://myanimelist.net/manga/65647/Green_Worldz,https://cdn.myanimelist.net/images/manga/1/128603.jpg?s=cfa6863969949ef1f5b5b12af80ad4aa,"Plants have taken over the planet. In 2017, the vegetation in Tokyo rose up and toppled human society in moments. The few survivors are forced to live in the relative safety of a subway network, but s...",Green Worldz,GREEN WORLDZ,nil,Action,Drama,Horror,Sci-Fi,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Green Worldz/GREEN WORLDZ
Hellsing: The Dawn,751,https://myanimelist.net/manga/751/Hellsing__The_Dawn,https://cdn.myanimelist.net/images/manga/2/34893.jpg?s=11d4f99dd718c2fd862ee3b4f61a8571,"Hellsing, an organization devoted to the elimination of the vampire threat, has recently uncovered information regarding the attempted production of ""man-made"" undead. The world is presently in the th...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Hellsing: The Dawn
Kamisama no Iutoori 2,47363,https://myanimelist.net/manga/47363/Kamisama_no_Iutoori_2,https://cdn.myanimelist.net/images/manga/1/187899.jpg?s=738acb238097a483fd1f35cb081303a9,"High school student Yasuto Akashi's day begins like any other, but a fight with his best friend—Senichi Aoyama—causes him to skip school. Akashi realizes that he is in the wrong, and so he immediately...",As the Gods Will: The Second Series,神さまの言うとおり弐,/Kamisama no Iutoori Ni/As the God of Death Dictates 2/Like God Says 2,Action,Horror,Supernatural,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Kamisama no Iutoori 2/As the Gods Will: The Second Series/神さまの言うとおり弐/Kamisama no Iutoori Ni/As the God of Death Dictates 2/Like God Says 2
Kyuusen no Shima,61051,https://myanimelist.net/manga/61051/Kyuusen_no_Shima,https://cdn.myanimelist.net/images/manga/3/117501.jpg?s=7ce50e1878d406f0761177d04d1e612d,Yuuma is summoned back to his home island after the death of his mother and asked to become the next head of the wealthy Nuenaki family. He has certain misgivings though and rejects the offer. However...,nil,九泉之島,/Hades Island,Horror,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Kyuusen no Shima/九泉之島/Hades Island
Kamikamikaeshi,22485,https://myanimelist.net/manga/22485/Kamikamikaeshi,https://cdn.myanimelist.net/images/manga/1/161232.jpg?s=09acad51966db8a3609afe946e5a5270,"Mashiro has spent the last thirteen years of her life locked away in a room as she protects the Gods that live in her hair, being slowly restored. However, when the door opens to the room and she stum...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Kamikamikaeshi
Papa no Iukoto wo Kikinasai!,27615,https://myanimelist.net/manga/27615/Papa_no_Iukoto_wo_Kikinasai,https://cdn.myanimelist.net/images/manga/2/171415.jpg?s=d479430bbd087cc08471c83bb914f0b9,"Papa no Iukoto wo Kikinasai! explains the day-to-day of a university student that has to live with three sisters that are not from his family: a tsundere (14 years), a little demon (10 years) and a sm...","Listen to me, girls. I am your father!",パパのいうことを聞きなさい！,/Papakiki,Comedy,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,,"Papa no Iukoto wo Kikinasai!/Listen to me, girls. I am your father!/パパのいうことを聞きなさい！/Papakiki"
Zekkyou Gakkyuu,17154,https://myanimelist.net/manga/17154/Zekkyou_Gakkyuu,https://cdn.myanimelist.net/images/manga/3/146491.jpg?s=aa10ab7e3a80f6598f442af0a69d1eee,"The girl Yomi—a creature without legs—leads through a world of horror, which slumbers in the midst of everyday life and only lies in wait to pounce on the unsuspecting. Anyone who is foolish enough to...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Zekkyou Gakkyuu
.hack//G.U.+,116,https://myanimelist.net/manga/116/hack__GU_,https://cdn.myanimelist.net/images/manga/4/126081.jpg?s=a8ae75c1429649bfdd0f763c8edec4d0,"It is the year 2017, and the stakes have gotten even higher in the massively multiplayer online game The World--now The World R:2, a dangerous place overrun by player killers, where lawlessness abound...",.hack//G.U.+,.hack//G.U.+,/.hack//GU+/dot hack slash slash GU plus,Action,Fantasy,Sci-Fi,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Game,nil,nil,,,,,.hack//G.U.+/.hack//G.U.+/.hack//GU+/dot hack slash slash GU plus
Minori no Te,87363,https://myanimelist.net/manga/87363/Minori_no_Te,https://cdn.myanimelist.net/images/manga/3/166040.jpg?s=9434b014184a8a4acdbfbe4f5c136a74,"Chiropractor Minori Shigefuji runs a clinic known as the Oasis. Although a trained professional, Minori can provide an entirely different service for the right customer. He will do what he believes is...",Minori's Hand,みのりの手,/Shiawase no Katachi B4 Size,Boys Love,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Minori no Te/Minori's Hand/みのりの手/Shiawase no Katachi B4 Size
Recipe no Ouji-sama,37067,https://myanimelist.net/manga/37067/Recipe_no_Ouji-sama,https://cdn.myanimelist.net/images/manga/3/95491.jpg?s=7125c7cba28ca4807055958995145207,"Second year culinary student Sakai has always dreamed of opening his own little restaurant and being able to touch people's hearts with his cooking like his grandfather did. Except he's at his limit,...",nil,レシピの王子様,/Prince of Recipe,Boys Love,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Recipe no Ouji-sama/レシピの王子様/Prince of Recipe
Sick,88315,https://myanimelist.net/manga/88315/Sick,https://cdn.myanimelist.net/images/manga/3/155646.jpg?s=77e13de1316eb4728895c3ce8d1c7fd0,"He's good-looking, he's suave and he comes from a rich family. Everything is all smooth-sailing in Sudou's life. Not to mention, he doesn’t have a girl tying him down. He's got drama-free friends and...",nil,sick,nil,Boys Love,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Sick/sick
Zelda no Densetsu: Fushigi no Kinomi - Jikuu no Shou,1422,https://myanimelist.net/manga/1422/Zelda_no_Densetsu__Fushigi_no_Kinomi_-_Jikuu_no_Shou,https://cdn.myanimelist.net/images/manga/4/126021.jpg?s=17379ab5b4f0f6d86a41f6f2e56fa9b5,"In Oracle of Ages, Link awakes in the land of Labrynna. He helps Impa find a beautiful singer named Nayru. Suddenly, Veran, Sorceress of Shadows, departs from Impa's body and reveals herself. She inha...",The Legend of Zelda: Oracle of Ages,ゼルダの伝説 ふしぎの木の実 時空の章,/The Legend of Zelda: Mysterious Nuts - Chapter of Space-Time/The Legend of Zelda: Legendary Edition,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Zelda no Densetsu: Fushigi no Kinomi - Jikuu no Shou/The Legend of Zelda: Oracle of Ages/ゼルダの伝説 ふしぎの木の実 時空の章/The Legend of Zelda: Mysterious Nuts - Chapter of Space-Time/The Legend of Zelda: Legendary Edition
Rokka no Yuusha,55869,https://myanimelist.net/manga/55869/Rokka_no_Yuusha,https://cdn.myanimelist.net/images/manga/1/163592.jpg?s=b6141872ea42084e4a5067a04025e706,"Every three hundred years, the Evil God's awakening foretells destruction and despair. To prevent this from happening, heroes known as the Braves of the Six Flowers are chosen by the Spirit of Fate, a...",Rokka: Braves of the Six Flowers,六花の勇者,/Heroes of the Six Flowers,Action,Adventure,Fantasy,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Rokka no Yuusha/Rokka: Braves of the Six Flowers/六花の勇者/Heroes of the Six Flowers
Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,87953,https://myanimelist.net/manga/87953/Shousetsu_Akatsuki_no_Yona__Onaji_Tsuki_no_Shita_de,https://cdn.myanimelist.net/images/manga/2/153038.jpg?s=1de929ccf8d486e75181fc2ea26d00ec,"The novel is divided into three segments: Jae-Ha's Counseling Room – Part 1, Under the Same Moon – Parts 1-5, and Jae-Ha's Counseling Room – Part 2. When listening to a nostalgic voice in the crowd of...",nil,小説・暁のヨナ　同じ月の下で,/Yona of the Dawn/Akatsuki no Yona: Under the Same Moon,Adventure,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,Historical,nil,nil,,,,,Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de/小説・暁のヨナ　同じ月の下で/Yona of the Dawn/Akatsuki no Yona: Under the Same Moon
Blue Hearts,116702,https://myanimelist.net/manga/116702/Blue_Hearts,https://cdn.myanimelist.net/images/manga/2/221666.jpg?s=c3905c395438f7c8273c42aac0368380,"""What the hell are you doing, me?"" Already half of his high school life is over and none of his hopes and dreams have been fulfilled yet. This is how Yuuhi Nagi, who has no friends in his classes, has...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Blue Hearts
Pumpkin Night,111403,https://myanimelist.net/manga/111403/Pumpkin_Night,https://cdn.myanimelist.net/images/manga/3/204405.jpg?s=84d92b80e33a41045cffea578fb82b36,"Having suffered vicious bullying in junior high, schoolgirl Naoko Kirino was admitted to a mental hospital. A few years later, she kills all of the medical staff and escapes. Now, as Naoko wanders aro...",nil,パンプキンナイト,nil,Horror,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Psychological,nil,nil,,,,,Pumpkin Night/パンプキンナイト
Bestiarius,24637,https://myanimelist.net/manga/24637/Bestiarius,https://cdn.myanimelist.net/images/manga/2/141557.jpg?s=0d8ff087d55cba54130ebbe1d8845770,"Set in fictional Rome, slaves, criminals, orphans, and monsters fight in the Colosseum. Losing means death. Winning means you live for another day. Fin, a talented gladiator, was raised and trained by...",nil,闘獣士 ベスティアリウス,/Toujuushi/Bestialious,Action,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Historical,nil,nil,,,,,Bestiarius/闘獣士 ベスティアリウス/Toujuushi/Bestialious
Busou Renkin,41,https://myanimelist.net/manga/41/Busou_Renkin,https://cdn.myanimelist.net/images/manga/2/149583.jpg?s=5c521aa8c5a79a41fc64c4ef3ed70b07,"Busou Renkin is the story of the teenager Kazuki Mutou, who dies trying to save a girl who was being attacked by an eerie monster. The next morning, however, Kazuki is left wondering whether it was al...",Buso Renkin,武装錬金,/Arms Alchemy/Embalming: Dead Body and Bride,Action,Comedy,Fantasy,Supernatural,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,,Busou Renkin/Buso Renkin/武装錬金/Arms Alchemy/Embalming: Dead Body and Bride
Code Geass: Hangyaku no Lelouch,1528,https://myanimelist.net/manga/1528/Code_Geass__Hangyaku_no_Lelouch,https://cdn.myanimelist.net/images/manga/3/121659.jpg?s=1da7439035021340a04597c3e294b2fa,"Lelouch Lamperouge is a Britannian student living in Area 11, the land that was once known as the country of Japan. In 2010, the small island nation was invaded and stripped of its identity by the pow...",Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,nil,Action,Drama,Sci-Fi,Supernatural,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,Military,School,nil,,,,,Code Geass: Hangyaku no Lelouch/Code Geass: Lelouch of the Rebellion/コードギアス 反逆のルルーシュ
Kimi no Knife,19154,https://myanimelist.net/manga/19154/Kimi_no_Knife,https://cdn.myanimelist.net/images/manga/2/54419.jpg?s=0144ee5c462be0b0c259b595b6804546,"Shiki Yukitaka is desperate for money, but he makes way too little as a long term substitute teacher. While drinking one evening, a pretty woman asks if he would be willing to assassinate people for 5...",nil,君のナイフ,/Your Knife,Drama,Mystery,Supernatural,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,nil,nil,,,,,Kimi no Knife/君のナイフ/Your Knife
Renai Shimasen ka?,39679,https://myanimelist.net/manga/39679/Renai_Shimasen_ka,https://cdn.myanimelist.net/images/manga/2/100777.jpg?s=1111a9815d2f25cbb9f9e9aa5fa325a8,"Ruri Tanaka has had enough of watching the boy she likes, Rito Fuwa, waste his days playing gal games—a type of dating simulation with attractive girls. Desperate to make Fuwa notice her, Ruri organiz...",Shall We Love?,恋愛しませんか？,/Shall We Fall in Love?,Comedy,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Renai Shimasen ka?/Shall We Love?/恋愛しませんか？/Shall We Fall in Love?
Youkai Kyoushitsu,58245,https://myanimelist.net/manga/58245/Youkai_Kyoushitsu,https://cdn.myanimelist.net/images/manga/1/149388.jpg?s=bdb63b75feeb9b980c128ff0c98e19ef,"Yuuma Azawa is a transfer student with an odd habit: he cannot stop apologizing.Taking pity on him, Keiko Arisu, his new classmate, insists he should stop, but all Yuuma responds with is a string of a...",Junji Ito's Dissolving Classroom,溶解教室,/Supernatural Classroom/Dissolving Series/Youkai Bijo/Youkai Apartment/Chizumi no Koi/Akuma no Kaiken/Daichi no Ko/Dissolving Beauty/Chizumi in Love/Interview with the Devil/The Return/Children of the Earth,Horror,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,Josei,nil,nil,nil,nil,nil,,,,,Youkai Kyoushitsu/Junji Ito's Dissolving Classroom/溶解教室/Supernatural Classroom/Dissolving Series/Youkai Bijo/Youkai Apartment/Chizumi no Koi/Akuma no Kaiken/Daichi no Ko/Dissolving Beauty/Chizumi in Love/Interview with the Devil/The Return/Children of the Earth
Heads,2179,https://myanimelist.net/manga/2179/Heads,https://cdn.myanimelist.net/images/manga/4/25739.jpg?s=26cf5b4344293042f75cb96205c8c4b4,"Junichi Naruse, an average guy with a passion for art, decides to pursue drawing and painting again. Upon doing so, he meets and falls in love with Megumi Hamura. After they start dating and eventuall...",nil,ヘッズ,nil,Action,Avant Garde,Drama,Mystery,Sci-Fi,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,nil,nil,,,,,Heads/ヘッズ
Shadows House,115730,https://myanimelist.net/manga/115730/Shadows_House,https://cdn.myanimelist.net/images/manga/2/215750.jpg?s=06cdaa0d01839e2915eb7623f832edcb,"Emilico is just one of many ""Living Dolls"" serving in the Shadows House, residents of which are pitch black from head to toe and constantly leak soot that stains the house black. Each ""Shadow"" is part...",Shadows House,シャドーハウス,nil,Slice of Life,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Shadows House/シャドーハウス
Rengoku no Ashe,89199,https://myanimelist.net/manga/89199/Rengoku_no_Ashe,https://cdn.myanimelist.net/images/manga/1/156010.jpg?s=023de86826ba05fcb614d5f8868b2057,"Bell Teinburen is a sword-wielding monk and member of the Saint Beneze Hospital Knights, a group that provides protection and medical care to pilgrims traveling on the road. After entering the town of...",nil,煉獄のアーシェ,/Ashe of Purgatory,Action,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Rengoku no Ashe/煉獄のアーシェ/Ashe of Purgatory
Kanojo wo Mamoru 51 no Houhou,13102,https://myanimelist.net/manga/13102/Kanojo_wo_Mamoru_51_no_Houhou,https://cdn.myanimelist.net/images/manga/3/219800.jpg?s=1b02ed9af78439442c053d017b588a7b,"Tokyo—a bustling city brimming with technology and culture—is the heart of Japan. It is the center of the country's government, acts as its economic hub, and attracts thousands of people from tourists...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Kanojo wo Mamoru 51 no Houhou
My Home Hero,108032,https://myanimelist.net/manga/108032/My_Home_Hero,https://cdn.myanimelist.net/images/manga/1/200302.jpg?s=9ccf207aa331ad987d354e23ace656a8,"Tetsuo Tosu, an ordinary salaryman, discovers his daughter, Reika, has been physically abused by her boyfriend, Matori Nobuto. Trying to learn more about him, Tetsuo uncovers Matori's scheme to extort...",nil,マイホームヒーロー,nil,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,My Home Hero/マイホームヒーロー
